name, currStatus, capital, 证券机构, 会计事务所, 律师事务所, 资产评估机构
深圳震有科技股份有限公司, 4, 5.451, 国浩律师（深圳）事务所, 中信证券股份有限公司, 万隆(上海)资产评估有限公司, 北京国友大正资产评估有限公司, 天健会计师事务所（特殊普通合伙）
慧捷（上海）科技股份有限公司, 1, 3.0444, 北京德恒律师事务所, 万隆(上海)资产评估有限公司, 安信证券股份有限公司, 容诚会计师事务所（特殊普通合伙）
广东奥普特科技股份有限公司, 1, 14.2281, 北京国枫律师事务所, 天职国际会计师事务所（特殊普通合伙）, 沃克森（北京）国际资产评估有限公司, 国信证券股份有限公司
东莞市鼎通精密科技股份有限公司, 2, 4.45, 立信会计师事务所（特殊普通合伙）, 东莞证券股份有限公司, 北京国枫律师事务所, 中联国际评估咨询有限公司
深圳市亚辉龙生物科技股份有限公司, 2, 7.3311, 中信证券股份有限公司, 中水致远资产评估有限公司, 大华会计师事务所（特殊普通合伙）, 北京市君合律师事务所
天能电池集团股份有限公司, 2, 35.9455, 万隆(上海)资产评估有限公司, 中信证券股份有限公司, 北京市中伦律师事务所, 中汇会计师事务所（特殊普通合伙）
郑州信大捷安信息技术股份有限公司首次公开发行股票并在科创板上市, 2, 8.229, 中原证券股份有限公司, 北京国融兴华资产评估有限责任公司, 北京市中伦律师事务所, 利安达会计师事务所（特殊普通合伙）
威海市天罡仪表股份有限公司, 8, 3.56, 北京中天华资产评估有限责任公司, 致同会计师事务所（特殊普通合伙）, 安信证券股份有限公司, 上海市锦天城律师事务所
北京芯愿景软件技术股份有限公司, 1, 4.6533, 天职国际会计师事务所（特殊普通合伙）, 沃克森（北京）国际资产评估有限公司, 北京国枫律师事务所, 民生证券股份有限公司
深圳市明微电子股份有限公司, 2, 4.6229, 容诚会计师事务所（特殊普通合伙）, 广东华商律师事务所, 中信建投证券股份有限公司, 银信资产评估有限公司
北京神州细胞生物技术集团股份公司, 5, 19.8209, 北京北方亚事资产评估事务所（特殊普通合伙）, 普华永道中天会计师事务所（特殊普通合伙）, 北京市金杜律师事务所, 中国国际金融股份有限公司
上海步科自动化股份有限公司, 2, 2.7086, 海通证券股份有限公司, 国浩律师（深圳）事务所, 广东中广信资产评估有限公司, 天健会计师事务所（特殊普通合伙）
河南科隆新能源股份有限公司, 8, 6.13, 北京市康达律师事务所, 民生证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 中联资产评估集团有限公司
深圳市联赢激光股份有限公司, 5, 5.809, 中山证券有限责任公司, 北京市天元律师事务所, 天健会计师事务所（特殊普通合伙）, 开元资产评估有限公司
三生国健药业（上海）股份有限公司, 4, 31.8276, 北京市中伦律师事务所, 上海东洲资产评估有限公司, 华泰联合证券有限责任公司, 安永华明会计师事务所（特殊普通合伙）
深圳惠泰医疗器械股份有限公司, 2, 8.4048, 上海立信资产评估有限公司, 北京市嘉源律师事务所, 中信证券股份有限公司, 立信会计师事务所（特殊普通合伙）
北京市博汇科技股份有限公司首次公开发行股票并在科创板上市项目, 5, 3.6557, 北京海润天睿律师事务所, 北京国融兴华资产评估有限责任公司, 浙商证券股份有限公司, 天职国际会计师事务所（特殊普通合伙）
上海复旦张江生物医药股份有限公司, 5, 6.5, 海通证券股份有限公司, 上海立信资产评估有限公司, 普华永道中天会计师事务所（特殊普通合伙）, 上海市方达律师事务所
安徽省通源环境节能股份有限公司, 1, 4.6493, 中水致远资产评估有限公司, 国元证券股份有限公司, 容诚会计师事务所（特殊普通合伙）, 安徽承义律师事务所
大连豪森设备制造股份有限公司, 2, 8, 海通证券股份有限公司, 上海市锦天城律师事务所, 立信会计师事务所（特殊普通合伙）, 辽宁众华资产评估有限公司
济南恒誉环保科技股份有限公司首次公开发行股票并在科创板上市项目, 4, 6.3318, 天职国际会计师事务所（特殊普通合伙）, 中国民族证券有限责任公司, 沃克森（北京）国际资产评估有限公司, 北京德恒律师事务所
株洲欧科亿数控精密刀具股份有限公司, 2, 6, 广东竞德律师事务所, 民生证券股份有限公司, 同致信德（北京）资产评估有限公司, 中天运会计师事务所（特殊普通合伙）
